ID,TITLE,TYPE,RELEASE_YEAR,AGE_CERTIFICATION,RUNTIME,GENRE,PRODUCTION_COUNTRIES,SEASONS,IMDB_SCORE,IMDB_VOTES
tm475638,Luccas Neto em: Uma BabÃ¡ Muito Esquisita,MOVIE,2019,-,75,"[comedy, family]",[BR],-,3,36
ts251607,Word Party Songs,SHOW,2020,TV-Y,4,"[animation, family]",[],1,3.6,18
ts213611,Bangkok Love Stories: Plead,SHOW,2019,-,42,[drama],[TH],1,7.2,58
tm980358,You Are My Home,MOVIE,2020,-,92,[family],[US],-,-,-
tm483511,Jai Mummy Di,MOVIE,2020,-,103,"[comedy, drama, romance]",[IN],-,3.7,946
ts101042,The 43,SHOW,2019,TV-MA,66,"[documentation, war]",[MX],1,7.1,143
ts269280,Kings of Jo'Burg,SHOW,2020,TV-MA,53,"[crime, thriller]",[ZA],1,5,499
ts255418,Bad Boy Billionaires: India,SHOW,2020,TV-14,59,"[crime, documentation]",[XX],1,7.9,3057
tm830151,One Day We'll Talk About Today,MOVIE,2020,-,121,"[drama, family, music, documentation]",[ID],-,7.4,1155
tm1026240,Perfume Imaginary Museum â€œTime Warpâ€,MOVIE,2020,-,53,[music],[JP],-,6.5,24
tm885938,Mauricio Meirelles: Generating Chaos,MOVIE,2020,-,63,[comedy],[BR],-,-,-
ts225513,Spectros,SHOW,2020,TV-MA,44,[scifi],[BR],1,-,-
tm838007,Dolly Kitty and Those Twinkling Stars,MOVIE,2019,R,120,"[drama, comedy]",[IN],-,5.5,7580
tm845552,Giving Voice,MOVIE,2020,PG-13,90,[documentation],[US],-,-,-
ts237556,The Unremarkable Juanquini,SHOW,2020,TV-MA,29,[comedy],[CO],2,4.3,191
tm873357,Mariposa,MOVIE,2020,-,117,"[comedy, drama, romance]",[],-,6.9,725
tm810357,True: Happy Hearts Day,MOVIE,2019,G,23,"[action, animation, family]",[CA],-,-,-
tm1062350,Kedibone,MOVIE,2020,-,94,[drama],[ZA],-,4.5,174
tm457296,Kevin Hart's Guide to Black History,MOVIE,2019,PG,60,[comedy],[US],-,5.5,1347
tm982569,London Hughes: To Catch A D*ck,MOVIE,2020,-,60,[comedy],[US],-,4.7,326
tm840208,Jeff Garlin: Our Man in Chicago,MOVIE,2019,-,58,[comedy],[GB],-,5.9,425
ts229700,Encounters,SHOW,2019,TV-PG,22,[comedy],[],1,-,-
tm840236,Milea,MOVIE,2020,-,99,"[drama, romance]",[ID],-,6.1,564
tm844978,Guatemala: Heart of the Mayan World,MOVIE,2019,-,66,[documentation],"[GT, UY]",-,6.6,224
tm885364,The House of Flowers Presents: The Funeral,MOVIE,2019,-,35,[comedy],[MX],-,-,-
ts45322,"Wait, My Youth",SHOW,2019,TV-PG,36,"[drama, romance]",[CN],1,8,122
tm849599,Furtive,MOVIE,2020,-,84,[thriller],[AR],-,5.1,328
ts257243,Voices of Fire,SHOW,2020,TV-PG,37,"[music, reality]",[US],1,6.8,388
tm981475,Illegal Woman,MOVIE,2020,-,119,"[drama, crime, european]",[ES],-,6.1,201
tm882700,Not a Game,MOVIE,2020,-,32,"[documentation, drama]",[ES],-,-,-
ts89740,The Defected,SHOW,2019,TV-14,42,"[drama, crime]",[HK],1,7.4,70
tm850176,Leslie Jones: Time Machine,MOVIE,2020,-,66,[comedy],[],-,-,-
tm945831,The Magic School Bus Rides Again: The Frizz Connection,MOVIE,2020,-,44,"[animation, family]",[US],-,-,-
ts256134,Country Ever After,SHOW,2020,TV-PG,24,"[reality, music]",[US],1,6.4,170
tm862830,Seriously Single,MOVIE,2020,-,107,"[comedy, romance]",[ZA],-,4.4,1266
tm971819,Four Sisters Before the Wedding,MOVIE,2020,-,116,"[comedy, drama]",[],-,6.2,186
tm915354,Girl's Revenge,MOVIE,2020,-,81,[drama],[TW],-,5.7,204
tm881575,Velvet ColecciÃ³n: Grand Finale,MOVIE,2020,-,82,"[comedy, romance]","[US, ES]",-,7.2,8
ts218000,Dollar,SHOW,2019,-,41,"[action, drama, romance]",[LB],1,6.6,602
tm848261,Aaviri,MOVIE,2019,-,113,"[drama, thriller]",[IN],-,3.5,104
tm454431,A Home with a View,MOVIE,2019,-,92,"[comedy, drama]",[HK],-,5.9,301
tm890479,The Claudia Kishi Club,MOVIE,2020,-,17,[documentation],[US],-,-,-
tm982018,A Trash Truck Christmas,MOVIE,2020,G,28,"[action, family, animation, comedy]",[US],-,5.5,214
tm1015303,RattleSnake: The Ahanna Story,MOVIE,2020,-,135,[drama],[],-,4.7,110
tm813231,The Bling Lagosians,MOVIE,2019,-,97,[drama],[NG],-,6.4,94
tm835414,Sitara,MOVIE,2019,-,128,"[drama, animation]",[IN],-,8,5
tm823459,LÃ©a & I,MOVIE,2019,-,84,[documentation],[US],-,6.5,215
tm832463,Mundina Nildana,MOVIE,2019,-,106,"[drama, romance, comedy]",[IN],-,6.2,364
ts252695,Bookmarks: Celebrating Black Voices,SHOW,2020,TV-G,7,[family],[US],1,5,163
tm836449,Tuna Girl,MOVIE,2019,-,89,"[drama, comedy]",[JP],-,6.1,148
tm832844,Mo Gilligan: Momentum,MOVIE,2019,-,64,[comedy],[GB],-,6.3,439
tm898322,This Lady Called Life,MOVIE,2020,-,120,[drama],[NG],-,6.7,65
tm925702,Andre and His Olive Tree,MOVIE,2020,-,104,[documentation],[SG],-,6.7,207
tm887376,Go! Go! Cory Carson: The Chrissy,MOVIE,2020,G,42,"[animation, family]","[US, FR, JP]",-,-,-
tm472999,Guddiyan Patole,MOVIE,2019,-,127,"[comedy, drama]",[IN],-,7,740
tm859424,Maradona's Legs,MOVIE,2019,-,24,"[drama, comedy]","[AF, DE, PS]",-,-,-
tm863879,Kaamyaab,MOVIE,2020,PG,109,"[comedy, drama]",[IN],-,-,-
tm925186,Santana,MOVIE,2020,-,106,"[action, crime, drama]","[ZA, AO]",-,3.8,984
tm852728,Hunter in the Blue Side of Manchester,MOVIE,2020,-,89,[drama],[ID],-,5.7,46
ts283159,A Perfect Day for Arsenide,SHOW,2020,TV-MA,23,"[drama, romance]",[HK],1,5,18
tm846630,Tarung Sarung,MOVIE,2020,-,115,"[drama, action, sport, thriller]",[ID],-,5.9,196
tm918959,A Go! Go! Cory Carson Summer Camp,MOVIE,2020,-,20,[animation],[US],-,-,-
tm881973,True: Wuzzle Wegg Day,MOVIE,2020,-,23,[animation],[CA],-,-,-
ts90648,I Have A Script,SHOW,2019,TV-14,45,[drama],[KW],1,-,-
tm813929,Gold Statue,MOVIE,2019,-,145,"[drama, comedy]",[NG],-,6.2,52
tm475815,The Zoya Factor,MOVIE,2019,-,134,"[romance, sport, comedy, drama]",[IN],-,4.3,2451
tm683841,"Hello, Love, Goodbye",MOVIE,2019,-,118,"[drama, romance]","[HK, PH]",-,7.3,1050
tm468824,Super Monsters Furever Friends,MOVIE,2019,-,58,"[fantasy, animation]",[],-,5.7,70
tm474647,Hot Gimmick: Girl Meets Boy,MOVIE,2019,-,119,"[drama, romance]",[JP],-,4.4,454
tm854786,Yeh Ballet,MOVIE,2020,PG-13,117,[drama],[IN],-,7.5,1335
ts222901,ç³–ç³–Online,SHOW,2019,TV-MA,24,"[drama, family]",[TW],1,5.4,22
tm973704,Andhaghaaram,MOVIE,2020,-,171,"[thriller, horror]",[IN],-,7.6,3746
tm467735,Liss Pereira: Reteniendo Liquidos,MOVIE,2019,-,59,[comedy],[],-,6.4,94
ts250872,Southern Survival,SHOW,2020,-,29,[reality],[US],1,5.2,462
ts90568,Answer for Heaven,SHOW,2019,-,42,"[drama, comedy, crime]",[TH],1,-,-
tm1036794,Wave of Cinema: Filosofi Kopi,MOVIE,2020,-,90,"[documentation, music]",[ID],-,-,-
tm676905,Hire a Woman,MOVIE,2019,-,109,"[romance, comedy]",[],-,7.1,32
tm844201,Super Monsters Save Christmas,MOVIE,2019,G,24,"[family, animation, fantasy]",[US],-,4.8,57
tm833361,True: Tricky Treat Day,MOVIE,2019,-,23,"[animation, family]",[],-,-,-
tm437379,I'm Leaving Now,MOVIE,2019,-,74,"[documentation, european]","[MX, US]",-,6.6,111
tm847805,Ludo,MOVIE,2020,PG-13,150,"[crime, comedy, drama, action]",[IN],-,7.6,37528
tm814652,Mallesham,MOVIE,2019,-,131,[drama],[IN],-,8.3,1045
tm920599,Super Monsters: The New Class,MOVIE,2020,-,24,[animation],[CA],-,-,-
tm813938,Mike Epps: Only One Mike,MOVIE,2019,-,63,[comedy],[US],-,4.7,306
tm461532,Kill Me If You Dare,MOVIE,2019,-,104,"[romance, comedy]",[TR],-,4.4,1764
tm820338,The 9th Precinct,MOVIE,2019,-,94,"[crime, fantasy, thriller, drama, action]",[TW],-,5.6,535
tm844236,True: Winter Wishes,MOVIE,2019,G,45,"[action, family, animation]",[CA],-,-,-
tm822502,Whindersson Nunes: Adulto,MOVIE,2019,-,68,[comedy],[BR],-,7,362
tm989205,Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,2019,-,76,"[documentation, music]",[AR],-,-,-
ts218307,Styling Hollywood,SHOW,2019,TV-14,36,[reality],[US],1,6.6,361
tm839761,"Kalel, 15",MOVIE,2019,-,104,[drama],[PH],-,7.2,276
tm468651,Kandasamys: The Wedding,MOVIE,2019,-,98,[comedy],[ZA],-,6,232
tm834121,Birders,MOVIE,2019,-,37,[documentation],"[MX, US]",-,-,-
tm474618,A Tale of Two Kitchens,MOVIE,2019,-,29,[documentation],"[MX, US]",-,6.5,145
tm474496,Mujeres arriba,MOVIE,2020,-,100,"[comedy, romance]",[CL],-,3.8,471
tm677904,2 Weeks in Lagos,MOVIE,2019,-,107,"[romance, drama, comedy]",[NG],-,6.5,36
tm476708,Kids on the Block,MOVIE,2019,-,103,"[comedy, family]",[TR],-,5.6,361
tm822210,Eggnoid: Love & Time Portal,MOVIE,2019,-,102,"[romance, scifi, drama, fantasy]",[],-,6.1,86
tm949905,Asura Guru,MOVIE,2020,-,120,"[action, crime, thriller]",[IN],-,3.2,322
ts223121,Bangkok Buddies,SHOW,2019,TV-MA,40,"[drama, comedy]",[TH],1,6.8,17
tm477403,Kaake Da Viyah,MOVIE,2019,-,133,"[comedy, romance]",[IN],-,5.1,74
tm935941,Horrid Henry's Gross Day Out,MOVIE,2020,-,61,"[family, animation, action, comedy]",[GB],-,5.9,47
tm863514,House Arrest,MOVIE,2019,-,104,[comedy],[IN],-,5.5,1655
tm922943,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,MOVIE,2020,-,59,"[documentation, sport]",[AU],-,6,6
tm439365,Bombairiya,MOVIE,2019,-,108,"[drama, crime, comedy]",[IN],-,4.5,423
tm927926,Dad Wanted,MOVIE,2020,-,102,"[drama, family, comedy]",[MX],-,5.7,1075
tm944561,Rooting for Roona,MOVIE,2020,-,40,[documentation],[IN],-,-,-
tm818499,Revenge of the Pontianak,MOVIE,2019,-,92,"[horror, romance]","[SG, MY]",-,5.3,273
tm476922,Wanted - Matloubin,MOVIE,2019,-,90,"[comedy, drama]",[LB],-,4.5,615
tm822272,Love for Sale 2,MOVIE,2019,-,92,"[drama, romance]",[ID],-,7,558
tm466854,Uriyadi 2,MOVIE,2019,G,119,"[action, thriller]",[IN],-,7.1,888
tm940835,Chhota Bheem Ka Roosi Romanch,MOVIE,2019,G,62,[animation],[],-,-,-
tm845594,Irandam Ulagaporin Kadaisi Gundu,MOVIE,2019,-,141,"[drama, thriller]",[IN],-,7.2,970
tm1088545,Unroyal,MOVIE,2020,-,97,"[drama, comedy, romance]",[NG],-,-,-
tm530822,Carlos Almaraz: Playing with Fire,MOVIE,2019,-,82,[documentation],[US],-,7.5,62
tm463217,Hamid,MOVIE,2019,-,108,[drama],[IN],-,7.7,1211
tm467116,Life Overtakes Me,MOVIE,2019,-,39,[documentation],"[SE, US]",-,5,45
tm879556,David A. Arnold Fat Ballerina,MOVIE,2020,-,60,[comedy],[US],-,7.3,75
tm838022,Upstarts,MOVIE,2019,-,112,[drama],[IN],-,6.7,869
tm468811,Mehandi Circus,MOVIE,2019,-,135,[drama],[IN],-,7.3,557
tm812593,Feo pero Sabroso,MOVIE,2019,-,90,[comedy],[CO],-,4.3,173
tm814953,This Earth of Mankind,MOVIE,2019,-,181,"[drama, history]",[ID],-,6.8,747
tm853091,The American Game,MOVIE,2019,-,92,[comedy],[EG],-,-,-
tm467955,Francesco De Carlo: Cose di Questo Mondo,MOVIE,2019,-,61,[comedy],[],-,6.3,111
tm846354,#FriendButMarried 2,MOVIE,2020,-,104,"[drama, comedy, romance]",[ID],-,6.9,311
tm953122,Elf Pets: Santa's Reindeer Rescue,MOVIE,2020,-,26,[animation],[],-,-,-
tm373655,Sarvam Thaala Mayam,MOVIE,2019,PG,133,"[drama, music]",[IN],-,7.6,1231
tm896976,True: Rainbow Rescue,MOVIE,2020,-,23,[animation],[US],-,-,-
tm981956,Spirit Riding Free: Ride Along Adventure,MOVIE,2020,-,22,"[animation, comedy, action, family, western, drama]",[US],-,6.1,61
tm842869,Fadily Camara: La plus drÃ´le de tes copines,MOVIE,2019,-,54,[comedy],[FR],-,5.7,50
tm918894,Anelka: Misunderstood,MOVIE,2020,-,94,"[documentation, sport]",[FR],-,6.4,3174
tm823848,Mohamed Hussein,MOVIE,2019,-,96,[comedy],[EG],-,-,-
tm831125,American Factory: A Conversation with the Obamas,MOVIE,2019,-,10,[documentation],[US],-,-,-
tm843222,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,2019,-,45,[documentation],[JP],-,-,-
tm675214,Mokalik (Mechanic),MOVIE,2019,-,100,"[comedy, drama]",[NG],-,6.2,151
tm852775,Amit Tandon: Family Tandoncies,MOVIE,2020,-,72,[comedy],[IN],-,7.1,255
tm822167,The Panti Sisters,MOVIE,2019,PG-13,108,"[comedy, drama, romance]",[PH],-,5.5,272
tm461427,15-Aug,MOVIE,2019,-,124,"[romance, drama]",[IN],-,5.7,273
tm464212,Antoine Griezmann: The Making of a Legend,MOVIE,2019,-,60,"[documentation, sport]",[FR],-,6.5,1157
tm1041549,Dear Affy,MOVIE,2020,-,126,"[romance, comedy]",[NG],-,5.2,5
tm471802,Sur Sapata,MOVIE,2019,-,128,"[comedy, drama, sport]",[IN],-,7.3,45
tm837802,Luccas Neto in: Children's Day,MOVIE,2019,-,81,"[comedy, family]",[BR],-,2.5,12
tm849871,Death Can Wait,MOVIE,2020,-,91,[comedy],[CO],-,4.6,105
tm825934,Super Monsters Back to School,MOVIE,2019,-,23,[animation],"[US, CA]",-,6.2,29
tm866495,Love Like the Falling Rain,MOVIE,2020,-,86,"[drama, romance, fantasy]",[ID],-,4.7,205
tm813423,Marjoun and the Flying Headscarf,MOVIE,2019,-,84,[drama],"[LB, US, NL, CA]",-,6.8,42
tm922407,Kilometers and Kilometers,MOVIE,2020,-,129,"[action, drama, comedy]",[IN],-,6.3,1592
tm461726,Ghosts of Sugar Land,MOVIE,2019,-,21,[documentation],[US],-,-,-
tm843345,Pinkfong & Baby Shark's Space Adventure,MOVIE,2019,-,66,"[animation, family, music, fantasy]","[KR, US]",-,5.1,74
tm901961,One Take,MOVIE,2020,-,85,"[documentation, music, drama]",[DE],-,5.9,52
tm483103,Ali & Alia,MOVIE,2019,PG-13,105,"[drama, romance]",[EG],-,5,33
tm898285,Love and Fury,MOVIE,2020,-,93,[documentation],[],-,6.6,28
tm924556,Maniyarayile Ashokan,MOVIE,2020,-,110,"[drama, comedy, romance]",[IN],-,4.7,1261
tm976168,Gone,MOVIE,2020,-,15,"[horror, drama]",[AU],-,7.4,19
tm1073424,Motu Patlu the Superheroes â€“ Super Villains from Mars,MOVIE,2019,G,79,"[animation, action, comedy]",[],-,-,-
tm451269,Born Beautiful,MOVIE,2019,-,96,[comedy],[PH],-,5.4,119
tm840152,Amsterdam to Anatolia,MOVIE,2019,-,6,"[thriller, drama]","[NL, PS, US, LB]",-,-,-
tm1080109,Quam's Money,MOVIE,2020,-,114,[crime],[NG],-,-,-
tm813075,To Be of Service,MOVIE,2019,-,88,[documentation],[US],-,7.3,99
tm893510,What are the Odds?,MOVIE,2019,-,92,"[drama, documentation, music]",[IN],-,5.2,840
tm475254,"Sincerely Yours, Dhaka",MOVIE,2019,-,134,[drama],[BD],-,6.9,673
tm976797,Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,2020,G,74,"[animation, comedy, family]",[],-,7.8,14
ts251929,DeMarcus Family Rules,SHOW,2020,TV-14,28,[reality],[US],1,6.4,112
tm873354,Si Doel the Movie 3,MOVIE,2020,-,93,"[drama, romance]",[],-,6.5,132
tm938186,Zulu Man in Japan,MOVIE,2020,-,44,[documentation],[ZA],-,-,-
tm852060,Grego Rossello: Disculpe las molestias,MOVIE,2019,-,65,[comedy],[AR],-,4.5,25
ts252977,Baewatch: Parental Guidance,SHOW,2019,TV-MA,47,[],[],1,-,-
tm942492,Super Monsters: Dia de los Monsters,MOVIE,2020,G,25,[animation],"[US, CA]",-,-,-
tm888850,"Blue, Painful, and Brittle",MOVIE,2020,-,118,[action],[JP],-,-,-
tm882222,Kalek Shanab,MOVIE,2019,PG-13,80,[comedy],[AE],-,-,-
tm907872,Sky Tour: The Movie,MOVIE,2020,-,94,"[music, documentation]",[],-,5.5,1041
ts223115,The Charming Stepmom,SHOW,2019,TV-14,46,"[family, romance, comedy]",[TH],1,7.9,18
tm474721,Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,PG-13,53,[comedy],[],-,5.7,54
tm824855,Lola Igna,MOVIE,2019,-,114,"[drama, comedy]",[PH],-,7.2,188
tm849565,Generasi 90an: Melankolia,MOVIE,2020,-,94,[drama],[ID],-,-,-
tm851862,Mutiny of the Worker Bees,MOVIE,2020,-,100,[comedy],[MX],-,4.1,478
tm944307,I'm Glad I Did,MOVIE,2020,-,123,[documentation],[TR],-,8.4,1416
tm510525,RK Nagar,MOVIE,2019,-,110,"[comedy, romance]",[IN],-,5.1,137
tm835958,"Martin Matte: La vie, la mort... eh la la..!",MOVIE,2019,-,61,[comedy],[CA],-,6.5,103
tm852207,3 Logical Exits,MOVIE,2020,-,15,[documentation],"[DK, LB, GB]",-,-,-
tm883070,David Batra: Elephant in The Room,MOVIE,2020,-,77,[comedy],[SE],-,5.9,197
tm855232,Luccas Neto in: The End of Christmas,MOVIE,2019,-,71,[],[],-,-,-
ts230973,Arashi's Diary: Voyage,SHOW,2019,TV-Y7,30,"[documentation, music]",[JP],1,7.8,44
tm679270,Evvarikee Cheppoddu,MOVIE,2019,-,133,"[drama, romance]",[IN],-,7.2,412
ts255823,The House Arrest of Us,SHOW,2020,TV-MA,26,"[comedy, romance]",[PH],1,5.5,116
tm837042,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,2019,G,120,"[documentation, music]",[JP],-,-,-
tm435295,Ave Maryam,MOVIE,2019,-,74,"[romance, drama]",[ID],-,6.9,489
tm678035,Uncle Naji in UAE,MOVIE,2019,PG-13,95,"[comedy, horror]",[AE],-,5,60
tm958984,Voiceless,MOVIE,2020,-,120,[thriller],[],-,6.7,32
tm507191,Mayday Life,MOVIE,2019,-,112,"[music, documentation]",[TW],-,6.7,129
tm836501,Super Monsters: Vida's First Halloween,MOVIE,2019,-,24,"[comedy, animation]",[],-,5.9,37
ts236850,Children of Adam,SHOW,2020,TV-14,40,"[drama, action]",[LB],1,7.7,186
tm977772,40 Sticks,MOVIE,2020,-,93,[thriller],[],-,5.7,103
tm430120,Belmonte,MOVIE,2019,-,75,"[drama, comedy, european]","[UY, MX, ES]",-,6.1,382
tm981770,An Unremarkable Christmas,MOVIE,2020,-,83,"[comedy, drama]",[CO],-,3.2,141
ts222512,Nailed It! France,SHOW,2019,TV-14,34,[reality],[],1,6.5,112
tm878495,Kambili: The Whole 30 Yards,MOVIE,2020,-,119,"[romance, comedy]",[],-,6.8,43
tm1000166,Wave of Cinema: Surat Dari Timur,MOVIE,2020,-,57,[music],[ID],-,-,-
tm929614,GIMS: On the Record,MOVIE,2020,-,96,"[music, documentation]",[FR],-,6.8,209
ts233732,Mighty Little Bheem: Festival of Colors,SHOW,2020,-,7,"[animation, comedy]",[],1,7.2,36
tm474405,Between Maybes,MOVIE,2019,-,107,"[drama, romance]","[PH, JP]",-,6.2,173
tm454338,Alone/Together,MOVIE,2019,-,103,"[romance, drama]",[PH],-,6.6,466
tm941493,StarBeam: Halloween Hero,MOVIE,2020,-,33,[animation],[CA],-,-,-
tm885948,"Yours Sincerely, Kanan Gill",MOVIE,2020,-,72,[comedy],[IN],-,7.1,969
ts235916,Ladies Up,SHOW,2020,-,17,"[reality, comedy]",[IN],1,4.3,237
tm1068745,Finding Hubby,MOVIE,2020,-,104,"[comedy, romance]",[NG],-,-,-
tm912399,We Are One,MOVIE,2020,-,86,[documentation],[FR],-,4.7,93
ts90696,In the Bosom of a Thorn,SHOW,2019,TV-14,46,[drama],[],1,7.2,50
tm834608,AlelÃ­,MOVIE,2019,-,88,"[comedy, drama]",[UY],-,6.3,377
tm925490,Ainu Mosir,MOVIE,2020,-,84,[drama],"[CN, JP, US]",-,6.6,236
tm476496,Bhai - Vyakti Ki Valli 2,MOVIE,2019,R,130,"[drama, comedy]",[IN],-,7.6,203
tm947446,Finding Agnes,MOVIE,2020,-,105,[drama],[PH],-,5,158
tm456894,Free Rein: Valentine's Day,MOVIE,2019,-,50,[romance],[US],-,-,-
tm812783,Daniel Sosa: Maleducado,MOVIE,2019,-,54,[comedy],[],-,6.1,75
tm976519,The App That Stole Christmas,MOVIE,2020,PG,63,"[comedy, drama]",[US],-,3.7,734
tm1005937,Sanitation Day,MOVIE,2020,-,104,"[thriller, crime]",[NG],-,3.3,18
tm860204,Dreamy Eyes,MOVIE,2019,-,117,"[drama, romance]",[VN],-,-,-
tm833555,Park Na-rae: Glamour Warning,MOVIE,2019,-,62,[comedy],[KR],-,-,-
tm822271,Crazy Awesome Teachers,MOVIE,2020,-,101,"[comedy, drama]",[ID],-,6.1,452
tm826983,The Girl and the Gun,MOVIE,2019,-,80,"[action, crime, thriller]",[PH],-,-,-
tm980439,Chico Bon Bon and the Very Berry Holiday,MOVIE,2020,G,25,"[animation, family]",[],-,5.7,39
ts215862,True Tunes,SHOW,2019,TV-Y7,3,"[family, animation]",[US],1,8,13
tm1073298,Awon Boyz,MOVIE,2019,-,39,[documentation],[NG],-,-,-
tm1113921,In Vitro,MOVIE,2019,-,27,[],[],-,7.7,-
tm902363,El lÃ­mite infinito,MOVIE,2020,-,47,[documentation],[AR],-,-,-
tm816983,In Paradox,MOVIE,2019,-,95,"[thriller, fantasy]",[KW],-,5,147
tm461907,Rakkhosh,MOVIE,2019,-,113,[horror],[IN],-,4.8,184
tm456271,Aziza,MOVIE,2019,-,13,[drama],[LB],-,-,-
tm1030742,One Like It,MOVIE,2020,-,14,[],[],-,-,-
tm983849,Vir Das: Outside in - The Lockdown Special,MOVIE,2020,-,50,[comedy],[],-,6.4,269
ts103918,The Good Bandit,SHOW,2019,-,44,"[comedy, crime, drama, family]",[CO],1,7.8,99
tm979073,100% Halal,MOVIE,2020,-,100,[drama],[ID],-,-,-
tm1031016,Marked,MOVIE,2019,-,45,[documentation],[NG],-,-,-
tm918704,Baxu and the Giants,MOVIE,2019,-,29,[fantasy],[NA],-,-,-
tm470687,Loving is Losing,MOVIE,2019,-,91,[],[CO],-,-,-
tm1114639,Motu Patlu in the Game of Zones,MOVIE,2020,-,87,"[fantasy, comedy, animation]",[IN],-,-,-
tm854261,Leyla Everlasting,MOVIE,2020,-,112,[comedy],[TR],-,3.7,7499
tm464284,We Are Legends,MOVIE,2019,-,108,[action],[HK],-,5.2,195
tm460149,My Stupid Boss 2,MOVIE,2019,-,94,"[comedy, drama]",[ID],-,6.6,457
tm878492,Fate of Alakada,MOVIE,2020,-,114,[comedy],[NG],-,6.9,55
tm815438,Sab el-Burumbah,MOVIE,2019,-,95,[comedy],[EG],-,5.6,506
tm472231,Si Doel the Movie 2,MOVIE,2019,-,95,"[romance, drama]",[ID],-,6.8,183
tm472961,After Maria,MOVIE,2019,-,35,[documentation],[US],-,-,-
tm902993,Mama Drama,MOVIE,2020,-,85,[drama],[US],-,6.3,8
tm1080554,Rudra: Secret of the Black Moon,MOVIE,2020,-,87,[],[],-,-,-
tm462809,The Wedding Shaman,MOVIE,2019,-,111,"[drama, romance]",[ID],-,7.1,161
tm916008,PNL - Dans la lÃ©gende tour,MOVIE,2020,-,18,"[music, documentation]",[FR],-,-,-
ts90643,Cairo's Class,SHOW,2019,TV-14,33,[drama],[KW],1,-,-
tm843408,She Is,MOVIE,2019,-,106,[drama],[],-,5.8,6
tm836077,Holy Expectations,MOVIE,2019,-,89,[comedy],[CO],-,5.2,26
ts304136,ë§ˆë²•ë²„ìŠ¤ íƒ€ìš”,SHOW,2020,TV-Y7,24,[],[KR],1,-,-
tm811954,Nenjamundu Nermaiyundu Odu Raja,MOVIE,2019,G,128,"[comedy, romance, drama]",[IN],-,6.1,376
tm856372,The Book of Sun,MOVIE,2020,-,130,"[drama, thriller]",[SA],-,-,-
tm842976,Go! The Unforgettable Party,MOVIE,2019,-,60,"[music, family]",[AR],-,5.1,144
tm426634,The Day I Lost My Shadow,MOVIE,2019,-,94,[drama],"[LB, QA, SY, FR]",-,6.1,244
ts223454,à¸™à¸²à¸‡à¸ªà¸²à¸§à¸à¹‰à¸™à¸„à¸£à¸±à¸§,SHOW,2019,TV-14,0,[],[TH],1,-,-
tm452578,Miranda Sings Live... Your Welcome,MOVIE,2019,-,61,"[comedy, music]",[US],-,5.4,424
tm1028068,Wave of Cinema: Generasi 90an,MOVIE,2020,-,51,[music],[ID],-,-,-
tm921230,Story of Kale: When Someone's in Love,MOVIE,2020,-,77,"[drama, romance]",[ID],-,6.4,279
tm450129,Sakaling Maging Tayo,MOVIE,2019,-,90,"[romance, comedy]",[PH],-,7,76
tm810873,Thottappan,MOVIE,2019,-,140,[drama],[IN],-,6.9,373
tm824566,Ibrahim: A Fate to Define,MOVIE,2019,-,75,[documentation],"[PS, DK, LB]",-,7.4,31
tm981675,Super Monsters: Santa's Super Monster Helpers,MOVIE,2020,-,24,"[animation, family]",[US],-,4.5,25
ts222362,Mighty Little Bheem: Diwali,SHOW,2019,-,6,"[comedy, animation]",[],1,7.7,35
tm460199,High End Yaariyaan,MOVIE,2019,-,140,"[romance, comedy, drama, family]",[IN],-,5.4,1525
tm463814,Edoardo Ferrario: Temi Caldi,MOVIE,2019,-,65,[comedy],[IT],-,6.5,134
ts224956,What the Love! with Karan Johar,SHOW,2020,-,47,[reality],[IO],1,-,-
tm1080445,The Gray Man,MOVIE,2022,PG-13,128,"[thriller, action]","[US, CZ]",-,6.6,46071
ts252861,Resident Evil,SHOW,2022,TV-MA,51,"[scifi, thriller, action, horror]",[US],1,3.7,24982
tm463762,RRR,MOVIE,2022,R,187,"[drama, action]",[IN],-,8,87515
tm305129,Sing 2,MOVIE,2021,PG,110,"[comedy, family, fantasy, music, drama, animation]",[US],-,7.4,58423
tm852360,The Man from Toronto,MOVIE,2022,PG-13,110,"[action, thriller, drama, romance, comedy]",[US],-,5.8,31497
tm1170388,Persuasion,MOVIE,2022,PG,107,"[romance, drama, comedy]","[US, GB]",-,-,-
tm1126268,Hustle,MOVIE,2022,R,117,"[drama, sport, comedy]",[US],-,7.4,89770
tm1020438,Spiderhead,MOVIE,2022,R,106,"[scifi, thriller, drama, action, crime]",[US],-,5.4,43239
ts271450,The Lincoln Lawyer,SHOW,2022,TV-MA,50,"[crime, drama, thriller]",[US],1,7.7,30295
ts277084,Man vs. Bee,SHOW,2022,TV-PG,11,"[comedy, family]",[GB],1,6.8,22287
tm1067148,The Sea Beast,MOVIE,2022,PG,115,"[comedy, family, fantasy, scifi, animation]",[US],-,7.1,18852
